Gender,Education,Marital Status,Home Status,Employment Type,Region,Industry,Has Mortgage,Prior Default,Age,Annual Income($),Employment Years,Months At Address,Credit Score,Num Credit Cards,Credit Utilization(%),Num Late Payments,Num Inquiries 6M,Monthly Debt($),Savings Balance($),Approved
Female,Bachelors,Single,Rent,Salaried,Urban,Healthcare,Yes,No,48,29019.0,16.0,187.0,658.0,1,21.7,1,1,31.0,512.0,0
Female,PhD,Married,Mortgage,Unemployed,Suburban,Manufacturing,No,No,73,52342.0,0.0,58.0,625.0,5,43.2,0,1,2227.0,1513.0,0
Male,Bachelors,Married,Rent,Contract,Urban,Tech,Yes,No,69,37778.0,29.0,271.0,615.0,0,27.1,2,0,1437.0,2421.0,0
Female,Bachelors,Single,Own,Salaried,Suburban,Manufacturing,No,No,67,,23.0,12.0,684.0,3,15.6,0,0,484.0,4037.0,1
Female,High School,Married,Rent,Salaried,Urban,Retail,No,No,39,77759.0,39.0,14.0,716.0,2,40.9,1,1,668.0,8497.0,1
Male,Bachelors,Single,Rent,Salaried,Suburban,Other,No,No,74,43051.0,39.0,197.0,741.0,2,11.9,4,2,1851.0,1390.0,0
Female,High School,Married,Mortgage,Contract,Urban,Manufacturing,No,No,34,37332.0,8.0,296.0,646.0,1,48.9,0,2,1879.0,12664.0,0
Male,High School,Married,Mortgage,Self-Employed,Urban,Finance,No,No,46,72556.0,32.0,210.0,556.0,3,45.2,0,2,3215.0,412695.0,0
Male,High School,Married,Rent,Self-Employed,Urban,Manufacturing,No,No,29,57751.0,39.0,151.0,662.0,3,24.3,0,1,1559.0,2239.0,0
Female,High School,Single,Mortgage,Self-Employed,Urban,Retail,No,Yes,71,38208.0,33.0,31.0,440.0,0,60.4,0,2,743.0,6044.0,0
Male,Bachelors,Married,Mortgage,Salaried,Suburban,Tech,No,No,60,19500.0,10.0,51.0,,0,78.4,0,1,537.0,2946.0,0
Female,Bachelors,Single,Mortgage,Salaried,Suburban,Healthcare,No,Yes,28,,35.0,,,4,29.0,2,3,1663.0,55308.0,0
Male,Bachelors,Married,Mortgage,Contract,Urban,Tech,No,No,57,57071.0,2.0,3.0,,2,61.4,0,0,3011.0,7903.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Finance,Yes,No,28,63121.0,26.0,105.0,678.0,1,68.7,1,0,,987.0,0
Male,High School,Married,Mortgage,Salaried,Suburban,Manufacturing,No,No,21,35944.0,36.0,35.0,850.0,3,31.7,2,0,1207.0,10482.0,1
Female,Bachelors,Single,Mortgage,Retired,Urban,Finance,No,No,30,24059.0,10.0,42.0,611.0,2,58.1,1,2,463.0,8944.0,0
Female,Masters,Married,Rent,Retired,Suburban,Other,No,No,61,35488.0,39.0,28.0,805.0,0,39.2,1,0,160.0,7717.0,1
Male,Masters,Single,Rent,Salaried,Rural,Other,No,Yes,71,76804.0,25.0,103.0,650.0,4,38.4,0,1,1642.0,5568.0,0
Male,Masters,Single,Rent,Contract,Urban,Manufacturing,No,No,25,59208.0,39.0,236.0,711.0,3,54.8,1,1,1855.0,11288.0,0
Female,Masters,Single,Rent,Self-Employed,Rural,Tech,Yes,No,50,85511.0,10.0,,599.0,3,63.0,3,1,,3636.0,0
Male,Bachelors,Single,,Self-Employed,Suburban,Other,Yes,No,74,21370.0,8.0,106.0,778.0,5,62.9,1,1,1125.0,,1
Female,Bachelors,Married,Mortgage,Salaried,Urban,Other,Yes,No,32,46373.0,12.0,234.0,637.0,1,69.8,2,0,1357.0,19472.0,0
Female,High School,Married,Mortgage,Salaried,Suburban,Manufacturing,No,No,22,65115.0,31.0,97.0,737.0,5,31.0,0,1,1251.0,7009.0,1
Male,Bachelors,Single,Own,Salaried,Urban,Retail,No,No,53,32734.0,38.0,181.0,789.0,2,43.9,3,2,1033.0,45813.0,1
Male,Bachelors,Married,Rent,Self-Employed,Urban,Tech,No,No,24,25769.0,31.0,164.0,,5,37.8,0,4,0.0,4124.0,0
Male,Bachelors,Married,Rent,Self-Employed,Suburban,Other,No,No,28,49570.0,15.0,234.0,639.0,4,31.1,0,1,2188.0,,0
Female,High School,Single,Living with Parents,Salaried,Urban,Other,No,Yes,65,47546.0,0.0,259.0,701.0,4,63.0,0,1,1853.0,4261.0,0
Male,High School,Married,Mortgage,Self-Employed,Urban,Finance,No,No,66,46100.0,34.0,225.0,625.0,5,43.9,0,3,1540.0,16883.0,0
Male,Bachelors,Married,Living with Parents,Self-Employed,Rural,Other,Yes,No,67,43552.0,24.0,208.0,681.0,3,54.6,0,0,1380.0,3802.0,0
Female,Bachelors,Married,Rent,Salaried,Suburban,Retail,No,No,35,26448.0,22.0,79.0,618.0,2,81.2,1,0,945.0,879.0,0
Male,Masters,Divorced,Living with Parents,Salaried,Urban,Manufacturing,Yes,No,37,27227.0,33.0,260.0,625.0,3,28.9,0,1,1019.0,1794.0,0
Female,High School,Single,Rent,,Suburban,Tech,Yes,No,58,,11.0,152.0,537.0,5,38.1,0,2,1869.0,605.0,0
Female,Bachelors,Married,Rent,Salaried,Rural,Healthcare,Yes,No,22,,25.0,87.0,677.0,3,27.1,1,2,1053.0,1202.0,0
Male,Masters,Married,Mortgage,Contract,Rural,Retail,No,No,60,37169.0,5.0,228.0,691.0,1,71.8,1,2,0.0,,0
Female,High School,Divorced,Rent,Contract,Suburban,Finance,No,Yes,58,26229.0,17.0,256.0,532.0,4,10.6,1,1,1591.0,4274.0,0
Female,PhD,Married,Rent,Salaried,Suburban,Manufacturing,No,Yes,29,45733.0,38.0,,592.0,2,45.4,0,1,1536.0,193.0,0
Female,High School,Married,Rent,Self-Employed,Urban,Retail,Yes,Yes,70,73239.0,,205.0,655.0,2,64.6,0,1,2046.0,2961.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Retail,No,No,59,49433.0,11.0,57.0,758.0,2,54.6,1,1,1181.0,58978.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Other,No,Yes,42,39707.0,2.0,145.0,708.0,0,69.2,0,1,872.0,1087.0,0
Female,High School,Married,Rent,Salaried,Urban,Retail,Yes,No,43,,4.0,214.0,793.0,1,36.1,2,1,1154.0,5326.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Tech,No,No,54,30627.0,34.0,158.0,656.0,1,18.2,1,2,1667.0,6195.0,0
Female,High School,Married,Rent,Salaried,Urban,Other,Yes,Yes,54,68877.0,20.0,131.0,594.0,0,19.7,0,0,240.0,12051.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Other,Yes,No,34,58199.0,24.0,260.0,650.0,2,20.3,2,2,2961.0,2342.0,0
Male,High School,Married,Mortgage,Salaried,Urban,Manufacturing,Yes,No,23,21548.0,34.0,163.0,599.0,1,55.8,0,1,1409.0,757.0,0
Female,PhD,Married,Rent,Self-Employed,Rural,Other,No,Yes,31,45144.0,28.0,234.0,575.0,3,43.7,0,2,0.0,,0
Male,PhD,Married,Rent,Salaried,Urban,Retail,No,Yes,24,119438.0,13.0,71.0,720.0,3,36.2,1,1,2211.0,43926.0,1
Male,Masters,Single,Own,Unemployed,Urban,Finance,No,No,71,120585.0,0.0,237.0,685.0,1,65.7,1,1,1028.0,4947.0,0
Male,High School,Divorced,Rent,Retired,Suburban,Manufacturing,No,No,57,155918.0,,154.0,774.0,4,31.3,1,3,1189.0,8140.0,1
Female,Bachelors,Married,Living with Parents,Salaried,Urban,Retail,No,Yes,21,,2.0,179.0,663.0,0,14.0,2,2,949.0,1017.0,0
Female,Masters,Single,Own,Retired,Urban,Tech,No,Yes,20,44762.0,39.0,105.0,759.0,1,28.0,1,3,1761.0,,0
Male,Bachelors,Single,Mortgage,Salaried,Rural,Healthcare,No,No,42,,26.0,30.0,,1,57.1,0,0,2910.0,60497.0,0
Male,Bachelors,Divorced,Own,Salaried,Urban,Tech,Yes,No,69,22743.0,37.0,237.0,604.0,1,40.1,0,2,1792.0,2973.0,0
Male,Masters,Married,Rent,Salaried,Urban,Healthcare,No,No,51,104612.0,4.0,296.0,627.0,2,19.5,0,1,0.0,596.0,1
Female,High School,Married,Living with Parents,Retired,Urban,Finance,No,No,19,69851.0,32.0,181.0,686.0,2,33.3,0,2,3057.0,8600.0,1
Male,Bachelors,Single,Rent,Retired,Urban,Finance,No,No,38,63280.0,34.0,145.0,707.0,2,23.8,1,1,178.0,3587.0,1
Female,Masters,Single,Rent,Self-Employed,Suburban,Manufacturing,No,Yes,37,33378.0,20.0,192.0,653.0,0,17.5,0,0,,2342.0,0
Female,Masters,Married,Living with Parents,Contract,Urban,Retail,No,No,57,51587.0,15.0,198.0,735.0,3,15.5,0,1,1664.0,6558.0,1
Male,Masters,Married,Mortgage,Salaried,Rural,Other,Yes,Yes,62,90903.0,21.0,63.0,730.0,1,76.7,2,0,416.0,1536.0,0
Female,Masters,Single,Mortgage,Salaried,Suburban,Finance,Yes,No,42,49148.0,7.0,66.0,677.0,2,27.4,1,3,2933.0,2877.0,0
Male,High School,Married,Mortgage,Salaried,Suburban,Tech,No,No,32,16474.0,1.0,29.0,608.0,1,68.0,1,2,153.0,14389.0,0
Female,Masters,Married,Mortgage,Self-Employed,Urban,Manufacturing,No,No,25,61200.0,10.0,60.0,,1,2.4,1,0,216.0,897.0,0
Male,High School,Single,Rent,Salaried,Urban,Tech,No,Yes,54,136512.0,28.0,297.0,739.0,2,39.5,2,0,2098.0,945.0,0
Female,Bachelors,Married,Rent,Salaried,Rural,Healthcare,No,Yes,51,157229.0,39.0,265.0,595.0,3,38.0,1,3,1388.0,,0
Female,Bachelors,Single,Mortgage,Salaried,Urban,Other,No,No,42,39026.0,3.0,219.0,716.0,1,7.9,0,1,2644.0,6601.0,0
Female,Bachelors,Divorced,Rent,Salaried,Urban,Retail,Yes,Yes,48,59586.0,10.0,202.0,608.0,1,10.8,2,0,559.0,,0
Female,Bachelors,Single,Rent,Self-Employed,Urban,Other,Yes,No,71,25350.0,9.0,50.0,717.0,2,42.4,0,0,743.0,3497.0,0
Male,High School,Single,Mortgage,,Urban,Finance,No,No,44,100042.0,,47.0,686.0,0,9.8,2,0,0.0,2479.0,1
Male,Masters,Married,Living with Parents,Salaried,Urban,Healthcare,No,No,50,91325.0,33.0,230.0,,0,50.9,2,3,1690.0,4713.0,0
Female,High School,Divorced,Mortgage,Retired,Rural,Finance,No,No,62,44968.0,1.0,205.0,650.0,4,62.1,1,3,1098.0,10169.0,0
Female,Bachelors,Divorced,Mortgage,Salaried,Suburban,Finance,No,No,70,52005.0,29.0,270.0,708.0,5,15.9,0,0,211.0,5920.0,1
Female,High School,Single,Mortgage,Self-Employed,Urban,Manufacturing,Yes,No,22,27894.0,23.0,171.0,799.0,1,10.7,1,1,2214.0,2270.0,0
Female,Masters,Divorced,Own,Unemployed,Urban,Other,No,No,52,142425.0,0.0,41.0,654.0,0,56.4,2,0,2500.0,7095.0,0
Male,Masters,Single,,Salaried,Rural,,No,No,43,107409.0,30.0,70.0,779.0,2,49.8,2,2,3312.0,,1
Male,High School,Married,Mortgage,,Rural,Other,No,Yes,33,97533.0,14.0,153.0,790.0,2,69.7,1,2,250.0,2888.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Healthcare,No,Yes,68,77992.0,15.0,205.0,558.0,1,22.1,3,0,368.0,,0
Female,Bachelors,Married,Rent,Contract,Suburban,Other,No,No,58,68440.0,32.0,231.0,704.0,4,37.9,2,1,0.0,3435.0,1
Female,Masters,Single,Rent,Salaried,Rural,Finance,No,No,52,72940.0,31.0,30.0,623.0,1,67.7,0,2,0.0,71343.0,0
Female,High School,Married,Own,Salaried,Suburban,,No,No,73,61526.0,27.0,142.0,651.0,2,31.5,0,2,2528.0,11413.0,0
Female,High School,Married,Rent,Retired,Urban,Retail,Yes,No,33,79432.0,17.0,46.0,692.0,0,47.8,0,2,1506.0,1087.0,0
Male,Bachelors,Single,Rent,Unemployed,Urban,Other,No,No,41,38116.0,0.0,157.0,664.0,3,34.1,2,2,1159.0,7011.0,0
Male,High School,Single,Rent,Self-Employed,Urban,Other,No,Yes,52,76231.0,19.0,141.0,695.0,1,38.2,1,1,62.0,4337.0,0
Male,High School,Single,Mortgage,Salaried,Suburban,Finance,No,Yes,19,58611.0,14.0,82.0,678.0,1,15.4,1,1,953.0,4260.0,0
Male,Masters,Married,Mortgage,Contract,Urban,Finance,No,No,28,63449.0,27.0,155.0,795.0,2,62.3,0,3,262.0,8470.0,1
Male,Bachelors,Single,Rent,Salaried,Urban,Healthcare,No,No,70,43086.0,10.0,63.0,666.0,3,38.8,0,2,1858.0,5246.0,0
Male,High School,Divorced,Rent,Self-Employed,Suburban,Healthcare,Yes,No,50,32671.0,29.0,197.0,639.0,2,54.9,2,1,633.0,14028.0,0
Male,High School,Divorced,Rent,Self-Employed,Rural,Retail,No,No,34,,10.0,203.0,710.0,3,67.8,1,1,2231.0,6044.0,0
Female,Masters,Married,Rent,Salaried,Urban,Retail,Yes,No,66,29122.0,31.0,298.0,608.0,2,30.2,1,2,1676.0,70405.0,0
Female,Bachelors,Married,Own,Salaried,Urban,Other,No,No,19,325531.0,4.0,62.0,744.0,5,67.1,1,0,1071.0,,1
Female,High School,Married,Rent,Self-Employed,Suburban,Retail,Yes,Yes,50,18990.0,33.0,294.0,580.0,0,30.0,0,1,1772.0,4991.0,0
Female,Bachelors,Single,Living with Parents,Contract,Suburban,Other,Yes,No,64,123997.0,3.0,89.0,662.0,4,11.2,0,1,2154.0,2777.0,1
Male,High School,Single,Mortgage,Self-Employed,Suburban,Manufacturing,Yes,No,23,,30.0,284.0,779.0,2,32.2,3,0,2413.0,405.0,0
Female,Bachelors,Married,Own,Salaried,Suburban,Tech,No,Yes,45,66159.0,16.0,169.0,759.0,0,21.2,0,1,1744.0,,0
Female,High School,Single,Rent,Contract,Rural,Manufacturing,No,No,37,24988.0,15.0,149.0,748.0,1,37.8,2,0,971.0,465.0,0
Female,Bachelors,Married,Rent,Retired,Urban,Other,Yes,No,54,81270.0,30.0,237.0,651.0,2,24.9,1,1,2578.0,1878.0,1
Female,Masters,Married,,Salaried,Urban,Other,No,No,20,65341.0,31.0,51.0,747.0,1,59.9,0,2,970.0,9355.0,1
Male,Bachelors,Divorced,Rent,Retired,Suburban,Tech,Yes,No,46,52721.0,39.0,47.0,598.0,1,29.7,0,3,917.0,11781.0,0
Male,Bachelors,Single,Mortgage,Retired,Rural,Healthcare,Yes,Yes,19,63427.0,24.0,65.0,649.0,1,70.6,0,1,1507.0,2077.0,0
Male,High School,Single,Rent,,Suburban,Finance,No,No,29,63042.0,35.0,86.0,,4,49.1,1,1,2190.0,3370.0,0
Male,High School,Married,Mortgage,Self-Employed,Urban,Tech,Yes,No,34,45874.0,21.0,169.0,835.0,4,33.1,1,1,695.0,154.0,1
Female,Bachelors,Single,Mortgage,Self-Employed,Suburban,Other,No,No,58,39542.0,18.0,64.0,678.0,0,20.1,0,4,305.0,6204.0,0
Female,High School,Single,Own,Self-Employed,Rural,Healthcare,No,No,70,29013.0,12.0,274.0,668.0,1,25.3,1,1,0.0,1361.0,0
Female,Bachelors,Single,Mortgage,Salaried,Suburban,Healthcare,No,Yes,23,29885.0,12.0,17.0,705.0,4,31.5,0,0,590.0,1075.0,0
Male,Bachelors,Single,Rent,Contract,Suburban,Tech,No,No,55,22242.0,20.0,3.0,749.0,3,67.5,0,0,191.0,5708.0,1
Male,High School,Married,Mortgage,Unemployed,Urban,Healthcare,Yes,No,52,48390.0,0.0,115.0,763.0,1,41.6,0,1,1779.0,8081.0,0
Female,Bachelors,Single,Rent,Salaried,Urban,Healthcare,No,No,19,31049.0,39.0,176.0,642.0,2,49.0,0,0,2614.0,4153.0,0
Female,Bachelors,Single,Own,Unemployed,Urban,Other,No,No,37,21971.0,0.0,289.0,640.0,1,21.6,1,0,322.0,,0
Male,Masters,Single,Rent,Salaried,Rural,Other,No,No,61,59291.0,,146.0,,3,15.7,1,1,990.0,8046.0,1
Male,Masters,Married,Rent,Salaried,Urban,Tech,No,No,34,15613.0,39.0,94.0,618.0,3,34.7,0,1,302.0,9405.0,0
Male,Masters,Single,Rent,Salaried,Rural,Tech,No,No,36,146378.0,11.0,127.0,644.0,4,42.3,0,3,164.0,1361.0,1
Female,Bachelors,Married,Mortgage,Salaried,Suburban,Other,No,No,39,98424.0,3.0,23.0,676.0,1,52.4,3,2,1851.0,2147.0,0
Female,High School,Married,Rent,Self-Employed,Suburban,Other,Yes,Yes,59,53942.0,12.0,25.0,709.0,3,45.7,0,1,856.0,7710.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Retail,Yes,No,40,42620.0,,32.0,850.0,1,69.2,1,1,,30729.0,0
Female,Bachelors,Single,Living with Parents,Self-Employed,Urban,Manufacturing,No,No,25,64142.0,13.0,140.0,686.0,4,44.8,3,0,,,0
Male,Masters,Single,Rent,Salaried,Urban,Manufacturing,Yes,No,69,75901.0,23.0,201.0,777.0,5,84.4,0,1,1684.0,1229.0,1
Male,Masters,Married,Mortgage,,Urban,Tech,Yes,No,26,,29.0,46.0,718.0,5,24.8,0,1,1805.0,,1
Male,High School,Single,Rent,Salaried,Urban,Finance,No,Yes,60,107817.0,6.0,179.0,424.0,2,39.5,0,1,274.0,,0
Female,Masters,Married,Rent,Salaried,Suburban,Finance,No,No,63,8000.0,7.0,224.0,697.0,3,33.0,0,0,182.0,7957.0,0
Female,Bachelors,Single,Own,Salaried,Urban,Healthcare,Yes,Yes,55,57155.0,31.0,211.0,686.0,2,19.8,0,1,1830.0,369.0,0
Female,Bachelors,Single,Rent,,Urban,,Yes,No,39,93688.0,24.0,299.0,780.0,1,31.8,1,1,3251.0,,1
Female,Bachelors,Married,Rent,Salaried,Suburban,Healthcare,No,Yes,67,36142.0,5.0,206.0,539.0,2,23.4,2,1,1828.0,643.0,0
Male,Bachelors,Married,Rent,Contract,Urban,Tech,Yes,Yes,28,117764.0,1.0,187.0,678.0,3,64.5,0,0,2525.0,4018.0,0
Male,Bachelors,Married,Own,Self-Employed,Urban,Retail,No,No,25,95474.0,8.0,90.0,633.0,3,44.3,1,0,,6087.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Healthcare,Yes,Yes,44,40356.0,11.0,296.0,,1,41.0,2,2,2649.0,6428.0,0
Female,Bachelors,Married,Mortgage,Salaried,Urban,Retail,No,Yes,68,32315.0,14.0,81.0,824.0,3,33.8,0,0,1935.0,7410.0,0
Male,Masters,Married,Own,Unemployed,Rural,Healthcare,No,Yes,62,82553.0,0.0,1.0,776.0,2,76.2,0,1,2731.0,622.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Manufacturing,Yes,Yes,52,71774.0,12.0,96.0,628.0,3,55.8,0,0,855.0,3128.0,0
Female,Masters,Married,Own,Salaried,Suburban,Manufacturing,Yes,No,68,96654.0,22.0,8.0,,2,19.5,1,0,0.0,2733.0,1
Female,Bachelors,Married,Mortgage,Self-Employed,Rural,Healthcare,Yes,No,33,117317.0,34.0,18.0,,1,7.1,0,2,1679.0,1089.0,0
Female,High School,Single,Living with Parents,Contract,Urban,Manufacturing,No,No,24,46119.0,17.0,134.0,689.0,2,44.3,1,1,702.0,2491.0,0
Male,Bachelors,Single,Mortgage,Contract,Urban,Retail,No,No,61,50676.0,5.0,146.0,663.0,5,14.7,1,0,1759.0,901.0,1
Male,High School,Divorced,Own,Self-Employed,Suburban,Other,Yes,No,41,23507.0,20.0,272.0,793.0,2,73.2,1,0,2088.0,33089.0,0
Female,Bachelors,Married,Rent,Salaried,Urban,Retail,No,No,25,74764.0,1.0,,592.0,1,20.7,0,1,0.0,8211.0,0
Female,High School,Divorced,Rent,Salaried,Suburban,Finance,Yes,No,72,42378.0,36.0,184.0,846.0,1,71.8,0,2,2229.0,1542.0,0
Male,Bachelors,Married,Mortgage,Unemployed,Suburban,Retail,No,No,70,35584.0,0.0,102.0,638.0,3,43.1,0,2,2031.0,15551.0,0
Female,High School,Single,Living with Parents,Retired,Urban,Tech,No,No,58,103005.0,35.0,254.0,734.0,4,81.4,0,0,890.0,3570.0,1
Female,Bachelors,Divorced,Mortgage,Salaried,Urban,Manufacturing,Yes,Yes,53,49939.0,38.0,69.0,733.0,4,51.9,0,3,415.0,831.0,0
Male,Bachelors,Married,Living with Parents,Self-Employed,Urban,Retail,Yes,No,37,30610.0,5.0,180.0,711.0,1,49.4,1,0,633.0,1768.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Manufacturing,Yes,No,63,15900.0,4.0,74.0,672.0,1,9.7,1,0,2791.0,5875.0,0
Male,High School,Married,Mortgage,Salaried,Urban,Manufacturing,Yes,No,35,,6.0,185.0,762.0,3,43.3,0,2,525.0,9038.0,1
Male,Bachelors,Married,Mortgage,Self-Employed,Urban,Retail,No,No,39,111164.0,10.0,257.0,597.0,2,14.2,0,0,2359.0,2807.0,0
Male,Bachelors,Single,Living with Parents,Salaried,Suburban,Retail,No,No,33,60426.0,4.0,270.0,735.0,1,8.1,0,1,1468.0,2921.0,1
Female,Bachelors,Single,Own,Self-Employed,Suburban,Tech,No,No,74,41294.0,2.0,197.0,,2,68.0,3,1,956.0,3529.0,0
Male,High School,Single,Mortgage,Self-Employed,Suburban,Other,No,No,62,36813.0,7.0,37.0,496.0,1,41.1,0,3,1124.0,6519.0,0
Female,Bachelors,Single,Rent,Contract,Suburban,Manufacturing,No,No,72,39754.0,25.0,93.0,713.0,3,33.0,0,1,228.0,2756.0,1
Female,Bachelors,Single,Rent,Self-Employed,Rural,Manufacturing,No,No,73,29521.0,22.0,241.0,568.0,1,33.3,1,2,271.0,14989.0,0
Male,Bachelors,Single,Living with Parents,Self-Employed,Suburban,Retail,Yes,Yes,69,101454.0,8.0,67.0,610.0,6,23.5,0,0,936.0,21997.0,0
Female,Masters,Single,Rent,Salaried,Urban,Other,No,Yes,59,45145.0,36.0,163.0,604.0,6,80.1,0,1,602.0,1641.0,0
Male,Bachelors,Single,,Salaried,Urban,Manufacturing,No,No,50,55475.0,,249.0,529.0,3,12.1,1,1,699.0,5516.0,0
Female,PhD,Single,Rent,Salaried,Urban,Other,Yes,No,63,128818.0,16.0,193.0,750.0,1,35.1,0,0,1795.0,3381.0,1
Male,Bachelors,Single,Living with Parents,Salaried,Suburban,Manufacturing,No,No,43,144285.0,33.0,195.0,545.0,3,62.4,0,1,32.0,7473.0,0
Female,PhD,Single,Own,Contract,Rural,Tech,No,No,43,,28.0,180.0,714.0,2,49.9,3,1,1480.0,14237.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Other,No,Yes,73,42539.0,11.0,83.0,830.0,2,29.2,0,1,1507.0,600.0,0
Female,Bachelors,Divorced,Rent,Salaried,Suburban,Other,Yes,Yes,28,149373.0,26.0,29.0,665.0,6,38.5,3,1,1008.0,,0
Female,High School,Married,Own,Salaried,Suburban,Healthcare,No,No,60,54752.0,39.0,32.0,667.0,0,26.4,0,2,1481.0,11732.0,1
Male,Bachelors,Single,Rent,Unemployed,Suburban,Healthcare,Yes,No,40,69151.0,0.0,74.0,630.0,0,21.4,0,3,433.0,275.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Healthcare,Yes,No,36,92095.0,,194.0,741.0,2,14.2,1,1,692.0,14791.0,1
Male,Masters,Single,Mortgage,Contract,Urban,Finance,No,No,51,43051.0,8.0,154.0,819.0,1,27.7,1,0,1781.0,9566.0,1
Male,Masters,Single,Mortgage,Unemployed,Rural,Healthcare,No,Yes,60,23545.0,0.0,283.0,613.0,2,74.2,1,2,523.0,1242.0,0
Male,Masters,Single,Own,Salaried,Suburban,Finance,Yes,No,31,81007.0,36.0,134.0,639.0,2,52.4,0,5,2224.0,5788.0,0
Female,Bachelors,Single,Mortgage,Salaried,Urban,Healthcare,No,No,46,99750.0,5.0,49.0,699.0,2,30.6,0,2,0.0,1725.0,1
Male,Bachelors,Married,Living with Parents,Salaried,Suburban,Healthcare,No,No,70,,35.0,210.0,728.0,1,58.5,1,0,2994.0,,0
Female,Bachelors,Married,Living with Parents,Self-Employed,Rural,Tech,Yes,No,43,,24.0,295.0,702.0,1,66.8,1,3,817.0,553.0,0
Male,Bachelors,Married,Rent,Self-Employed,Rural,Manufacturing,No,No,58,29245.0,38.0,23.0,818.0,1,47.6,2,1,2040.0,6966.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Suburban,Tech,No,No,38,25943.0,4.0,266.0,712.0,2,21.5,0,0,1028.0,13056.0,1
Female,PhD,Single,,Self-Employed,Suburban,Other,Yes,Yes,38,67936.0,35.0,117.0,726.0,1,39.8,1,4,1504.0,6867.0,0
Female,High School,Single,Living with Parents,Salaried,Urban,Healthcare,No,No,21,24578.0,33.0,29.0,534.0,1,18.8,1,2,1312.0,1542.0,0
Male,Masters,Married,Mortgage,Salaried,Suburban,Manufacturing,Yes,Yes,24,67947.0,17.0,104.0,623.0,2,30.0,1,2,1569.0,,0
Female,High School,Single,Rent,Salaried,Rural,Retail,No,No,66,127996.0,34.0,177.0,631.0,1,18.1,2,0,0.0,39589.0,1
Male,High School,Married,Living with Parents,Unemployed,Rural,Other,No,No,50,66097.0,0.0,52.0,850.0,2,5.4,0,1,1714.0,10978.0,1
Female,Masters,Single,Mortgage,Salaried,Suburban,Tech,No,No,19,23743.0,16.0,25.0,772.0,6,92.5,2,0,1199.0,7689.0,0
Male,High School,Divorced,Rent,Salaried,Suburban,Manufacturing,No,No,30,17554.0,17.0,274.0,721.0,3,48.2,0,1,2083.0,1847.0,0
Female,Bachelors,Divorced,Rent,Self-Employed,Urban,Tech,No,No,55,11919.0,6.0,125.0,714.0,1,52.9,0,1,1183.0,33115.0,0
Male,High School,Married,Mortgage,Retired,Rural,Healthcare,No,No,52,53818.0,30.0,57.0,,1,67.4,0,2,0.0,8477.0,0
Female,Masters,Single,Living with Parents,Salaried,Urban,Manufacturing,No,Yes,25,59994.0,30.0,184.0,624.0,2,75.8,0,0,0.0,14953.0,0
Male,Bachelors,Married,Own,Retired,Rural,Retail,Yes,No,35,115532.0,30.0,131.0,644.0,1,31.9,0,0,977.0,5553.0,1
Male,High School,Single,Mortgage,Retired,Urban,Healthcare,No,No,52,63453.0,11.0,140.0,631.0,0,34.3,0,2,710.0,4137.0,0
Female,Bachelors,Married,Mortgage,Unemployed,Urban,Healthcare,No,No,52,12057.0,0.0,284.0,715.0,0,27.8,1,1,1826.0,2288.0,0
Male,Bachelors,Married,Rent,Contract,Rural,Retail,Yes,No,73,39626.0,28.0,26.0,734.0,0,42.8,0,1,1534.0,,0
Female,Masters,Single,Mortgage,Contract,Urban,Other,Yes,No,23,75256.0,15.0,33.0,815.0,3,45.0,1,1,641.0,3972.0,1
Female,High School,Single,Rent,Salaried,Urban,Healthcare,No,No,40,48913.0,35.0,56.0,813.0,3,29.5,0,2,2873.0,2666.0,1
Female,Masters,Single,Own,Salaried,Suburban,Other,No,No,55,40956.0,12.0,238.0,683.0,4,44.2,2,4,913.0,2095.0,1
Male,Masters,Married,Mortgage,Contract,Rural,Retail,No,No,54,49697.0,32.0,46.0,637.0,3,74.2,1,1,2140.0,4534.0,0
Female,High School,Single,Own,Salaried,Urban,Tech,Yes,No,23,46754.0,36.0,42.0,,4,19.8,1,0,1238.0,378.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Manufacturing,No,No,22,68567.0,15.0,276.0,689.0,3,42.5,1,0,927.0,,1
Male,Bachelors,Married,Living with Parents,Salaried,Suburban,Manufacturing,Yes,No,30,51003.0,9.0,68.0,679.0,2,62.1,0,0,1668.0,1898.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Tech,No,Yes,49,61414.0,11.0,33.0,850.0,0,59.0,1,2,435.0,4286.0,0
Male,High School,Married,Rent,Self-Employed,Urban,Manufacturing,Yes,No,69,27156.0,8.0,93.0,753.0,4,44.4,2,0,1466.0,4017.0,0
